Taxon	Module	AF58_S44__interleaved_Abundance-RPKs	AF60_S79__interleaved_Abundance-RPKs	AF77_S14__interleaved_Abundance-RPKs	AF69_S38__interleaved_Abundance-RPKs	AF72_S54__interleaved_Abundance-RPKs	AF15_S62__interleaved_Abundance-RPKs	AF78_S16__interleaved_Abundance-RPKs	AF28_S21__interleaved_Abundance-RPKs	AF61_S50__interleaved_Abundance-RPKs	AF11_S70__interleaved_Abundance-RPKs	AF33_S15__interleaved_Abundance-RPKs	AF29_S10__interleaved_Abundance-RPKs	AF01_S88__interleaved_Abundance-RPKs	AF14_S47__interleaved_Abundance-RPKs	AF70_S17__interleaved_Abundance-RPKs	AF83_S53__interleaved_Abundance-RPKs	AF03_S22__interleaved_Abundance-RPKs	AF24_S65__interleaved_Abundance-RPKs	AF23_S76__interleaved_Abundance-RPKs	AF16_S12__interleaved_Abundance-RPKs	AF22_S59__interleaved_Abundance-RPKs	AF46_S84__interleaved_Abundance-RPKs	AF19_S87__interleaved_Abundance-RPKs	AF76_S40__interleaved_Abundance-RPKs	AF51_S34__interleaved_Abundance-RPKs	AF18_S72__interleaved_Abundance-RPKs	AF75_S28__interleaved_Abundance-RPKs	AF35_S19__interleaved_Abundance-RPKs	AF38_S55__interleaved_Abundance-RPKs	AF42_S33__interleaved_Abundance-RPKs	AF41_S66__interleaved_Abundance-RPKs	AF89_S94__interleaved_Abundance-RPKs	AF90_S9__interleaved_Abundance-RPKs	AF27_S52__interleaved_Abundance-RPKs	AF54_S1__interleaved_Abundance-RPKs	AF93_S77__interleaved_Abundance-RPKs	AF32_S2__interleaved_Abundance-RPKs	AF55_S20__interleaved_Abundance-RPKs	AF04_S45__interleaved_Abundance-RPKs	AF10_S92__interleaved_Abundance-RPKs	AF53_S42__interleaved_Abundance-RPKs	AF80_S37__interleaved_Abundance-RPKs	AF44_S31__interleaved_Abundance-RPKs	AF06_S67__interleaved_Abundance-RPKs	AF34_S41__interleaved_Abundance-RPKs	AF92_S63__interleaved_Abundance-RPKs	AF65_S80__interleaved_Abundance-RPKs	AF74_S35__interleaved_Abundance-RPKs	AF91_S23__interleaved_Abundance-RPKs	AF64_S82__interleaved_Abundance-RPKs	AF48_S89__interleaved_Abundance-RPKs	AF88_S48__interleaved_Abundance-RPKs	AF25_S7__interleaved_Abundance-RPKs	AF26_S11__interleaved_Abundance-RPKs	AF84_S8__interleaved_Abundance-RPKs	AF62_S71__interleaved_Abundance-RPKs	AF94_S51__interleaved_Abundance-RPKs	AF02_S91__interleaved_Abundance-RPKs	AF86_S24__interleaved_Abundance-RPKs	AF59_S75__interleaved_Abundance-RPKs	AF79_S93__interleaved_Abundance-RPKs	AF81_S6__interleaved_Abundance-RPKs	AF47_S74__interleaved_Abundance-RPKs	AF82_S5__interleaved_Abundance-RPKs	AF37_S4__interleaved_Abundance-RPKs	AF67_S46__interleaved_Abundance-RPKs	AF12_S32__interleaved_Abundance-RPKs	AF45_S73__interleaved_Abundance-RPKs	AF63_S57__interleaved_Abundance-RPKs	AF57_S18__interleaved_Abundance-RPKs	AF52_S83__interleaved_Abundance-RPKs	AF71_S39__interleaved_Abundance-RPKs	AF05_S69__interleaved_Abundance-RPKs	AF39_S49__interleaved_Abundance-RPKs	AF08_S78__interleaved_Abundance-RPKs	AF49_S36__interleaved_Abundance-RPKs	AF73_S58__interleaved_Abundance-RPKs	AF09_S68__interleaved_Abundance-RPKs	AF31_S3__interleaved_Abundance-RPKs	AF40_S27__interleaved_Abundance-RPKs	AF87_S30__interleaved_Abundance-RPKs	AF21_S85__interleaved_Abundance-RPKs	AF43_S86__interleaved_Abundance-RPKs	AF66_S60__interleaved_Abundance-RPKs	AF50_S90__interleaved_Abundance-RPKs	AF36_S26__interleaved_Abundance-RPKs	AF20_S56__interleaved_Abundance-RPKs	AF68_S43__interleaved_Abundance-RPKs	AF85_S81__interleaved_Abundance-RPKs	AF30_S61__interleaved_Abundance-RPKs	AF07_S29__interleaved_Abundance-RPKs	AF17_S25__interleaved_Abundance-RPKs	AF56_S64__interleaved_Abundance-RPKs
g__Corynebacterium.s__Corynebacterium_provencense	MGB032	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	31.58545	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.71498	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
g__Lactobacillus.s__Lactobacillus_buchneri	MGB029	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.66841	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.90469	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
g__Acetobacter.s__Acetobacter_fabarum	MGB036	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.44329	5.72678	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.234	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.380983	0.0	0.0	2.65533	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.9751	0.0	0.0	5.61902	0.0	0.0	0.0	0.0	0.0	0.0	0.429042	0.0	0.0	0.0	0.0	0.0	0.0	2.37902	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
g__Kurthia.s__Kurthia_sp_11kri321	MGB027	0.0	2.11383	0.0	0.0	0.0	4.69635	0.0	0.0	0.0	0.0	3.62525	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.84627	0.0	0.0	0.0	0.832816	0.0	0.0	1.20704	0.0	0.0	0.0	0.0	0.0	0.0	0.0	85.8378	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.11104	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.56429	0.0	0.0	0.0	10.1491	0.0	0.0	38.1582	0.0	0.0	0.0	0.0	2.16439	0.0	0.0	0.0	0.0	2.14717	0.0	1.61983	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
g__Kurthia.s__Kurthia_sp_11kri321	MGB005	0.0	0.0	0.0	0.0	0.0	5.43858	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	88.133	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.3531	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.978815	0.0	0.0	40.1453	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.35026	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
g__Kurthia.s__Kurthia_sp_11kri321	MGB006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.44498	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.059	0.0	0.0	0.0	0.691292	0.0	0.0	3.00783	0.0	0.0	0.0	0.0	0.0	0.0	0.0	74.6736	0.974041	0.0	0.0	0.0	0.0	1.02229	0.0	6.29006	0.0	0.0	0.0	0.0	0.0	2.70308	0.0	1.34537	0.0	0.0	0.0	0.0	0.0	1.29854	0.0	0.0	0.0	10.7324	0.0	0.0	42.2299	0.0	0.0	0.0	0.0	1.50505	0.0	0.0	0.0	0.0	2.00475	0.0	0.0	2.60703	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
g__Kurthia.s__Kurthia_sp_11kri321	MGB029	1.66032	0.0	0.0	0.0	0.0	4.32237	0.0	0.0	0.0	0.0	3.59777	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.26796	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.278	1.2748	0.0	71.2196	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.86967	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.67071	2.29852	0.0	0.0	0.0	0.0	2.79409	0.0	0.0	0.0	14.1519	0.0	0.0	43.2118	0.0	0.0	0.0	0.0	1.67846	0.0	0.0	0.0	0.0	1.23538	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.37237	0.0	0.0	0.0	0.0
g__Kurthia.s__Kurthia_sp_11kri321	MGB007	0.0	0.0	0.0	0.0	0.0	5.311385	0.0	0.0	0.0	0.0	2.57651	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.915325	0.0	0.0	0.0	0.0	0.76039	0.51644	0.0	63.7471	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.1413899999999995	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.93038	0.0	0.0	0.0	13.43365	0.0	0.0	44.10155	0.0	0.0	0.0	0.0	1.906205	0.0	0.0	0.0	0.0	1.483355	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.8968049999999996	0.0	0.0	0.0	0.0
g__Kurthia.s__Kurthia_sp_11kri321	MGB022	0.0	0.0	0.0	1.86169	0.0	5.75957	0.0	0.0	0.0	0.0	5.09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.71153	0.0	0.0	0.0	0.0	0.0	1.1293	0.0	73.5331	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.62303	0.0	0.0	0.0	0.0	4.70559	2.18283	0.0	0.0	2.45241	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.1634	0.0	0.0	50.7796	0.0	0.0	0.0	0.0	1.64193	0.0	0.0	0.0	0.0	1.5325	0.0	1.65171	2.56182	0.0	1.52244	0.0	0.0	0.0	0.0	0.0	0.0	1.33688	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
g__Kurthia.s__Kurthia_sp_11kri321	MGB033	0.0	0.0	0.0	0.0	0.0	7.70239	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	101.62	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.48661	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.68876	0.0	0.0	0.0	16.393	0.0	0.0	45.9168	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
g__Kurthia.s__Kurthia_sp_11kri321	MGB025	0.0	0.0	0.0	0.0	0.0	6.26876	0.0	0.0	0.0	0.0	4.89297	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.36004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	82.1399	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.22588	0.0	0.0	0.0	0.0	4.40837	0.0	0.0	1.4591	0.0	0.0	0.0	0.0	0.0	1.72687	0.0	1.41862	0.0	14.3055	0.0	0.0	52.296	0.0	0.0	0.0	0.0	0.0	1.05578	2.25334	0.0	0.0	5.06049	0.0	0.0	2.79153	0.0	1.5561	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.38703
g__Kurthia.s__Kurthia_sp_11kri321	MGB036	0.0	0.0	0.0	0.0	0.0	2.78222	0.0	0.0	0.0	0.0	1.54432	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	84.3644	0.0	0.0	0.0	0.0	0.0	1.2165	0.0	5.66577	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.19907	0.0	0.0	0.0	13.8513	0.0	0.0	51.0907	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.728561	0.0	2.79987	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.31505	0.0	0.0	0.0	0.0
g__Kurthia.s__Kurthia_sp_11kri321	MGB047	0.0	0.0	0.0	0.0	0.0	9.87008	0.0	0.0	0.0	0.0	5.19392	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.76964	0.0	0.0	0.0	1.17654	0.0	0.0	5.73684	0.0	0.0	0.0	0.0	1.29136	1.06665	0.0	143.543	0.0	0.0	0.0	0.0	0.0	0.869923	0.0	7.87468	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.1926	0.0	0.656329	0.0	25.6024	0.0	0.0	100.458	0.0	0.0	0.0	0.0	0.0	0.0	1.8858	0.0	0.0	5.58607	0.0	1.70077	0.0	0.0	1.80207	0.0	0.0	0.0	0.0	1.59449	0.0	0.0	0.0	0.0	0.0	6.00651	0.0	0.0	0.0	0.0
g__Kurthia.s__Kurthia_sp_11kri321	MGB031	1.15433	0.0	0.0	0.0	0.0	4.8853	0.0	0.0	0.0	0.0	4.50671	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.43235	0.0	81.6436	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.45924	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.05539	0.0	0.0	0.0	14.0077	0.0	0.0	40.6071	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.08125	0.0	2.09938	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.8967	0.0	0.0	0.0	0.0
g__Kurthia.s__Kurthia_sp_11kri321	MGB032	0.0	0.0	0.0	0.0	0.0	8.01727	0.0	0.0	0.0	0.0	4.8717	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2961	0.0	0.0	1.72009	0.0	0.0	0.0	0.0	0.0	0.0	0.0	86.4018	0.0	0.85052	0.0	0.0	0.0	0.328204	0.0	5.33015	0.0	0.0	0.0	0.0	0.0	2.22309	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.5277000000000003	0.0	0.0	0.0	16.32045	0.0	0.0	47.64205	0.0	0.0	0.0	0.0	1.16515	0.0	2.6462250000000003	0.0	0.0	2.44341	0.0	0.0	2.33879	0.0	0.91097	0.0	0.0	0.0	0.550735	0.40112	0.3772655	0.0	0.0	0.0	0.0	4.876455	0.0	0.0	0.0	0.933665
g__Kurthia.s__Kurthia_sp_11kri321	MGB019	0.0	0.0	0.0	0.0	0.0	4.82747	0.0	0.0	0.0	0.0	3.15819	0.0	1.73799	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.81597	1.19783	0.0	0.0	2.88855	0.0	0.0	0.0	0.0	0.0	0.0	0.0	69.6641	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.37575	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.08469	0.0	0.0	0.0	17.7142	0.0	0.0	42.2643	0.0	0.0	0.0	0.0	1.89789	1.65304	0.0	0.0	0.0	1.63366	0.0	0.0	0.0	0.0	2.03326	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
g__Pantoea.s__Pantoea_eucrina	MGB038	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.49145	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
g__Pantoea.s__Pantoea_eucrina	MGB029	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.2215	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
g__Pantoea.s__Pantoea_eucrina	MGB036	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.1819	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
g__Lactococcus.s__Lactococcus_petauri	MGB029	0.0	0.0	0.0	0.313384	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.156623	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.261345	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.609801	0.0	0.671687	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
g__Lactococcus.s__Lactococcus_petauri	MGB022	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.613996	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.721793	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.19359	0.0	0.973813	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
g__Lactococcus.s__Lactococcus_petauri	MGB036	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.691147	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.874169	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.58348	0.0	1.73986	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
g__Sphingomonas.s__Sphingomonas_sp_Leaf339	MGB032	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.262885	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.52329	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
g__Leclercia.s__Leclercia_adecarboxylata	MGB006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.306928	0.0	0.0	0.0	0.0	0.0	0.0	0.196699	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0691054	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.309777	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
g__Leclercia.s__Leclercia_adecarboxylata	MGB007	0.0	0.0	0.0	0.0	0.162487	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4363575	0.0	0.0	0.0	0.0	0.0	0.0	0.12304685	0.0	0.0	0.1462145	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.081536	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00724385	0.11825045000000001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1049815	0.0	0.0	0.0	0.244914	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.215999	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
g__Leclercia.s__Leclercia_adecarboxylata	MGB029	0.0	0.0	0.0	0.0	0.144632	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.103631	0.0	0.0	0.0	0.0	0.0	0.0	0.0993813	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0745587	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0545847	0.105411	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.154906	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
g__Leclercia.s__Leclercia_adecarboxylata	MGB036	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.418754	0.0	0.0	0.0	0.0	0.0	0.0	0.234803	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0879958	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.109834	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.736988	0.0	0.0	0.0	0.228539	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14925	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
g__Leclercia.s__Leclercia_adecarboxylata	MGB047	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.13316	0.0	0.0	0.227468	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.21521	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
g__Leclercia.s__Leclercia_adecarboxylata	MGB032	0.0	0.0	0.0	0.0	0.71661	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.08538	0.0	0.0	0.156302	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0409217	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
